Folio,deleg,guard,id_guard,Esq,fecha_día,fecha_mes,fecha_año,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,F1,F2,lugaraplic,sexo,edad,edad_calc,parentf,parent,razoncui_e,razoncui_r,edadnino_años,edadnino_meses,sexonino,sala,discap,sat1,sat1_motg_1,sat1_motg_2,sat1_motg_3,requins,solinsc,noincint,tramit,motdifinsc,cartdes,tmpoingr,platica,filtroen,asistllegada,revpañal,revdesp,revunas,huecrede,revaytec,trato2,trato2_motg,trato1,motmalt,menuf,menu,acualimc,razondesal,alimcasa,alimcasamot,nutricionf,nutricion2,nutricion,lactm1a,lactm3a,lactm3b,lacnoraza,lactm4a,lactm4b,vacunas,valmed2m,medpart,motpart,retdesa,refumf,broguar,broinfo,trasurg,infurg,segurg,medidaseg,medidaseg2_1,medidaseg2_2,medidaseg2_3,mecpar,vigilante,limpguard,motlimpg,instaguard,calmant_1,calmant_2,calmant_3,tiempo,desling,desmot,desocon,conact,actadec,tematnycf,tematnyc,juntas,temjunt_1,temjunt_2,temjunt_3,comunic5med,asisdiainf,asishorinf_h,asishorinf_m,comunic6_1,comunic6_2,comunic6_3,preesc,recpree_2,consjpadres,dentrega,informe,infoinci,limpsalida,limpsalida2,huecreds,entrman,tipident,necehorar,sathorar_ini_h,sathorar_ini_m,sathorar_fin_h,sathorar_fin_m,razon_1,razon_2,razon_3,sat2,expecserv,actserv,recomen,motrecomen,recomserv_1,recomserv_2,recomserv_3,atnpref,atnpref2_a,corrup1,corrup4_1,corrup4_2,corrup4_3,escolar,fecha,entidad,id_guardería,CveDelegación,Delegación,NombredelaGuardería,BeneficiariosMarzo2022,Guardería,TipoGuard,estrato,MOSBenef,FE_FinalNR
169718051,23,Guardería Ordinaria G - 0003 Puebla,1001,2,30,6,2022,18,39,18,51,1,1,1,1,34, ,2,2, , ,3,0,1,6,2,2, , , ,7,2, ,4,4,1,5,1,6,1,97,1,1,1, ,3,1,2, ,1,1,1, ,1, ,2, , ,3,2, ,8, , ,1,2,2, ,2, ,2, ,2, , ,1,18, , ,99,1,1, ,2, , , ,2,1,1,2,2, ,2, ,2, , , ,4,5,18,0,1,11, ,2,1,2,6,5,1,1,1,1,1,2,1, , , , ,6,5, ,9,5,2,1, ,4,1, ,2,2,2, , , ,9,2022-06-30,21,1001,23,Puebla,Guardería Ordinaria G - 0003 Puebla,63,G-0003,2,1,.277533039647577,6.96216555820101
169736479,23,Viva Guardería,1018,1,1,7,2022,7,22,7,34,1,1,1,1,38, ,2,2, , ,3,6,1,7,2,1, , , ,1,1,10,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,1,2, ,12, , ,1,1,2, ,1,1,2, ,2, , ,1,2,1,8,1,1,1, ,1, , , ,5,1,1,1,1,1,1,4,1,11, , ,4,4,18,0,11, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2, , ,10,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169736623,23,Viva Guardería,1018,1,1,7,2022,7,26,7,37,1,1,1,2,28, ,1,1, , ,3,0,1,5,2,1, , , ,2,2, ,2, ,1,3,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,7, , ,1,2,1,6,2, ,2, ,2, , ,1,16,22,8,2,1,1, ,1, , , ,2,1,1,1,1,1,1,4,1,1,11, ,2,5,7,0,9, , ,1,1,1,4,1,1,1,1,1,1,2,1, , , , ,5,16, ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.2648940929831
169737040,23,Viva Guardería,1018,1,1,7,2022,7,40,7,51,1,1,1,2,30, ,2,1, , ,1,0,1,3,2,2, , , ,1,1,6,2, ,1,2,1,5,2,1,1,1,1, ,2, ,2, ,1,99,1, ,1, ,2, , ,5, ,1, , ,4,1,1,1,11,2, ,1,2,2, , ,1,8, , ,2,1,2, ,2, , , ,2,1,1,1,2, ,1,1,2, , , ,11,5,13,0,18, , ,2,1,2,5,5,5,2,2,1,4,2,1, , , , ,2, , ,8,5,2,2, ,9, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.2648940929831
169737132,23,Viva Guardería,1018,1,1,7,2022,7,41,7,54,1,1,1,1,27, ,2,2, , ,3,0,1,7,2,1, , , ,5,1,6,4,5,1,2,1,6,1,1,1,1,1, ,1, ,2, ,1,99,1, ,1, ,2, , ,4,2, ,8, , ,1,2,1,5,2, ,2, ,2, , ,1,1, , ,99,1,99, ,99, , , ,1,2,2,2,2, ,1,5, , , , ,11,5,15,0,10, , ,1,1,2,5,1,1,1,1,1,1,997,2,7,0,19,0,4, , ,8,2,2,1, ,13, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169737477,23,Viva Guardería,1018,1,1,7,2022,7,51,8,3,1,1,1,2,33, ,2,1, , ,0,10,1,2,2,1, , , ,2,2, ,3,2,1,3,1,6,1,1,1,1,1, ,1, ,2, ,1,99,1, ,1, ,2, , ,7, , , , , ,1,1,2, ,2, ,2, ,2, , ,1,2,6,1,2,1,1, ,1, , , ,2,1,1,1,1,1,1,1,2, , , ,4,5,14,0,9, , ,1,1,2,6,1,4,1,1,1,1,2,2,8,0,18,0,2, , ,9,2,1,1, ,31, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.2648940929831
169737519,23,Viva Guardería,1018,1,1,7,2022,7,55,8,4,1,2,1,1,28, ,2,2, , ,1,0,2,3,2,1, , , ,1,1,7,1, ,1,2,1,6,2,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,1,2, ,6, , ,1,1,2, ,2, ,2, ,2, , ,1,2,6,7,2,1,1, ,1, , , ,2,1,1,1,1,1,1,1,1,11, , ,4,5,8,0,9, , ,1,1,2, , , , , , , , ,1, , , , ,2, , ,9,2,2,1, ,9, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169737793,23,Viva Guardería,1018,1,1,7,2022,7,31,7,42,1,1,1,1,20, ,2,4,2,2,2,0,1,5,2,2, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,1,2, ,6, , ,1,1,2, ,2, ,2, ,2, , ,1,8, , ,1,1,1, ,1, , , ,2,1,1,1,2, ,1,10, , , , ,3,4,12,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,1, , ,10,2,1,1, ,995, , ,2,2,2, , , ,6,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,40.2778676769876
169737794,23,Viva Guardería,1018,1,1,7,2022,7,43,7,58,1,1,1,1,42, ,2,2, , ,3,0,2,7,2,1, , , ,1,2, ,2, ,1,2,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,1, , ,4, ,1,2,2, ,2, ,2, ,2, , ,1,7,11,2,1,1,1, ,1, , , ,5,1,1,1,1,1,1,10,1,1, , ,4,4,17,0,4, , ,1,1,1,5,1,1,1,1,1,1,2,1, , , , ,4,2, ,10,2,1,1, ,995, , ,2,2,2, , , ,7,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169737795,23,Viva Guardería,1018,1,1,7,2022,7,58,8,14,1,1,1,2,29, ,2,1, , ,2,0,1,5,2,1, , , ,1,1,7,2, ,1,2,1,6,1,97,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,1,2, ,6, , ,1,2,1,6,2, ,2, ,2, , ,1,7,2,8,1,1,1, ,1, , , ,4,1,1,1,1,1,1,10,1,1, , ,9,1,16,0,4, , ,1,1,1,4,1,1,1,2,1,1,997,1, , , , ,4, , ,9,3,1,1, ,4, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.2648940929831
169737815,23,Viva Guardería,1018,1,1,7,2022,8,4,8,14,1,2,1,1,36, ,2,2, , ,2,7,1,5,2,2, , , ,1,1,7,1, ,1,3,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,2, ,7, , ,1,2,2, ,2, ,2, ,2, , ,1,2,6, ,1,1,1, ,1, , , ,4,1,1,1,1,1,1,5,1,5,4, ,4,5,14,0,9, , ,1,1,1, , , , , , , , ,1, , , , ,4,2, ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169738305,23,Viva Guardería,1018,1,1,7,2022,8,15,8,27,1,1,1,2,40, ,1,1, , ,3,0,2,6,2,1, , , ,2,1,7,1, ,1,1,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,2,4,2, , ,2,2, ,5, , ,1,1,1,5,2, ,2, ,1,1,2,1,11,7, ,2,1,1, ,1, , , ,3,1,1,1,2, ,1,10,2, , , ,4,8,16,0,9, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,4, , ,10,2,1,1, ,995, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169738424,23,Viva Guardería,1018,1,1,7,2022,8,16,8,31,1,1,1,1,45, ,1,2, , ,2,8,1,6,2,1, , , ,1,99, , , ,1,2,1,6,1,97,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,4,2, ,7, , ,1,1,1,4,2, ,2, ,2, , ,1,16, , ,1,1,1, ,1, , , ,99,1,1,1,1,1,1,11,2, , , ,11,4,19,0,4, , ,1,1,2,4,1,1,1,2,1,1,997,2,7,0,18,30,4, , ,10,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,41.8433857364122
169738594,23,Viva Guardería,1018,1,1,7,2022,8,21,8,34,1,1,1,1,36, ,2,2, , ,3,0,2,8,2,1, , , ,1,1,19,1, ,1,2,1,4,1,97,1,1,1, ,1, ,1, ,1,1,1, ,2,10,2, , ,3,1, , ,1, ,1,2,1,5,2, ,1,1,2, , ,1,1,2,6,1,1,1, ,1, , , ,4,1,1,1,1,1,1,11,1,11,9, ,4,5,16,30,9, , ,1,1,1,5,1,1,1,1,1,4,2,1, , , , ,2, , ,10,1,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169738807,23,Viva Guardería,1018,1,1,7,2022,8,28,8,39,1,1,1,1,29, ,2,2, , ,0,10,2,2,2,1, , , ,1,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,5, ,1, , ,2,1,2,2, ,2, ,2, ,2, , ,1,7,2, ,2,1,1, ,1, , , ,2,2,1,1,1,1,1,10,2, , , ,4,5,15,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,4, , ,10,2,1,1, ,5, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169741053,23,Viva Guardería,1018,1,1,7,2022,9,22,9,33,1,1,1,2,37, ,2,1, , ,1,9,2,3,2,1, , , ,1,1,999,1, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,2, ,7, , ,1,1,2, ,2, ,1,1,2, , ,1,1,2,8,1,1,1, ,1, , , ,3,1,1,1,1,1,1,1,2, , , ,4,5,15,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2,1, ,10,4,1,1, ,10, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169741353,23,Viva Guardería,1018,1,1,7,2022,9,29,9,40,1,1,1,1,33, ,2,2, , ,1,0,2,3,2,2, , , ,2,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,2, ,2, ,1, ,1, ,2, , ,1,2, ,12, , ,1,1,2, ,2, ,2, ,2, , ,1,5,4, ,1,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,10,0,2, , ,1,1,1,6,1,4,1,1,1,1,2,1, , , , ,4, , ,9,2,1,2, ,20, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169741619,23,Viva Guardería,1018,1,1,7,2022,9,36,9,47,1,1,1,1,39, ,1,2, , ,3,0,1,6,2,1, , , ,2,2, ,2, ,1,2,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,1, , ,4, ,1,2,1,4,2, ,1,1,2, , ,1,1,2, ,1,2,1, ,1, , , ,3,1,1,1,1,1,1,2,1,17, , ,11,1,10,0,9, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,2,15, ,10,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169741963,23,Viva Guardería,1018,1,1,7,2022,9,41,9,55,1,1,1,2,64, ,2,3,2,2,2,9,2,8,1,2, , , ,6, , , , , ,1, ,5,1,97,1,1,1,97,3,1,2, ,1,5,1, ,2,2,2, , ,3,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,2, , , ,2,1,1, ,1, , , ,2,1,1,1,2, ,2, , , , , ,4,8,99,99,9, , ,2,1,2,6,1,1,2,2,1,1,2,1, , , , ,1, , ,9,1,2,1, ,1, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,38.4468735054948
169742313,23,Viva Guardería,1018,1,1,7,2022,9,48,10,2,1,1,1,2,40, ,2,1, , ,2,0,1,4,2,2, , , ,2,2, ,3,4,1,3,2,6,1,1,1,1,1, ,2, ,2, ,1,1,2,11,2,6,2, , ,2,3, ,15, , ,1,1,1,5,2, ,1,1,2, , ,1,2,7, ,2,2,1, ,2, , , ,2,1,1,1,1,1,1,5,2, , , ,4,5,10,0,12, , ,2,1,2,6,1,1,1,3,1,1,2,1, , , , ,1, , ,8,2,2,1, ,28, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169742748,23,Viva Guardería,1018,1,1,7,2022,9,57,10,10,1,1,1,1,31, ,2,2, , ,2,2,2,5,2,1, , , ,1,2, ,2, ,1,3,1,6,1,1,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,4,2, ,2, , ,1,1,2, ,2, ,2, ,1,1,1,2, , , ,99,1,1, ,2, , , ,1,1,1,1,2, ,2, , , , , ,2,8,15,0,4,3, ,1,1,2,6,1,1,1,2,1,1,2,1, , , , ,5,1, ,10,1,2,1, ,4, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169742756,23,Viva Guardería,1018,1,1,7,2022,9,56,10,10,1,1,1,1,34, ,2,2, , ,2,8,1,6,2,1, , , ,2,2, ,1, ,1,3,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,1, , ,1, ,1,1,1,5,2, ,2, ,1,1,1,1,999, , ,1,1,1, ,1, , , ,3,1,1,1,1,1,1,4,2, , , ,2,1,10,0,9, , ,1,1,1,6,1,6,1,1,1,1,997,2,7,0,19,0,4, , ,10,4,1,1, ,995, , ,2,2,2, , , ,7,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169743056,23,Viva Guardería,1018,1,1,7,2022,10,4,10,16,1,1,1,2,38, ,2,1, , ,3,0,1,8,2,1, , , ,1,1,9,2, ,1,2,1,6,1,97,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,3, ,5, , ,1,2,1,7,2, ,1,1,2, , ,2, , , ,1,2,1, ,1, , , ,5,1,1,1,1,1,1,3,1,10, , ,4,5,5,0,9, , ,1,1,1,6,1,1,1,2,1,1,997,1, , , , ,4, , ,10,2,1,1, ,10, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169750038,23,Viva Guardería,1018,1,1,7,2022,12,16,12,27,1,1,1,1,29, ,2,2, , ,0,10,1,2,2,1, , , ,1,1,6,3,5,1,2,1,6,1,1,1,1,1, ,2, ,1, ,1,99,1, ,2,12,2, , ,1,2, ,5, , ,1,1,2, ,2, ,1,2,2, , ,1,8,6,11,99,1,1, ,1, , , ,1,1,1,1,1,1,1,5, , , , ,4,5,17,0,10, , ,1,1,1,6,1,1,1,4,1,1,2,1, , , , ,4, , ,10,4,1,1, ,1, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169753016,23,Viva Guardería,1018,1,1,7,2022,13,17,13,26,1,2,1,2,43, ,2,1, , ,3,6,2,7,2,1, , , ,6, , , , , ,1, ,6,1,1,97,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,3, ,7, , ,1,1,2, ,2, ,2, ,2, , ,1,8,1, ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,13,2, , , ,4,6,8,0,9, , ,1,1,2, , , , , , , , ,1, , , , ,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169753376,23,Viva Guardería,1018,1,1,7,2022,13,21,13,33,1,1,1,1,33, ,2,2, , ,0,2,1,1,2,2, , , ,2,2, ,2, ,1,2,1,5,1,1,1,1,1, ,2, ,2, ,1,99,1, ,1, ,2, , ,5, ,1, , ,2,1,2,2, ,2, ,2, ,2, , ,2, , , ,2,1,2, ,2, , , ,1,2,2,1,1,1,1,5, , , , ,3,5,16,0,14, , ,2,1,1,5,1,1,1,1,1,1,2,1, , , , ,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169753727,23,Viva Guardería,1018,1,1,7,2022,13,27,13,40,1,1,1,1,32, ,2,2, , ,3,0,2,7,1,2, , , ,1,1,7,4,4,1,1,1,6,1,5,1,1,1,97,1, ,2, ,1,1,1, ,1, ,2, , ,4,2, ,7, , ,1,1,1,4,2, ,2, ,2, , ,1,2,1,3,99,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,11,0,4, , ,1,1,2,6,1,1,1,1,1,1,997,1, , , , ,13, , ,10,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169753956,23,Viva Guardería,1018,1,1,7,2022,13,36,13,46,2,1,1,1,52, ,2,3,997,2,1,10,2,4,2,1, , , ,6, , , , , ,1, , , , , , , , ,1, ,1, ,1,1,1, ,1, ,2, , ,3,2, ,7, , ,1,1,2, ,2, ,2, ,2, , ,2, , , ,1,1,1, ,1, , , ,3,1,1,1,2, ,2, , , , , ,2,5,14,0,9, , ,1,1,1,3,1,6,1,1,1,1,2,1, , , , ,18, , ,10,5,1,1, ,995, , ,2,2,2, , , ,6,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,41.8433857364122
169754282,23,Viva Guardería,1018,1,1,7,2022,13,42,13,53,1,1,1,1,32, ,2,2, , ,3,0,1,7,2,1, , , ,1,2, ,2, ,1,7,1,6,1,97,1,1,1, ,1, ,1, ,1,99,1, ,2,2,2, , ,4,2, ,8, , ,1,2,1,5,2, ,2, ,2, , ,1,1, , ,99,1,1, ,2, , , ,2,1,1,1,1,1,1,4,2, , , ,4,5,10,0,9, , ,1,1,2,6,1,1,1,1,1,1,997,2,7,0,17,30,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169754539,23,Viva Guardería,1018,1,1,7,2022,13,46,14,0,1,1,1,1,28, ,2,2, , ,3,6,2,7,2,2, , , ,2,2, ,1, ,1,2,1,6,1,97,1,1,1, ,2, ,3,7,1,1,1, ,1, ,1,2,1,2,2, ,5, , ,1,1,2, ,2, ,2, ,2, , ,2, , , ,2,1,1, ,2, , , ,2,1,1,1,1,1,2, ,2, , , ,4,5,10,0,14, , ,1,1,2,6,1,4,2,1,1,1,2,1, , , , ,1,4, ,9,4,2,2, ,11, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169754557,23,Viva Guardería,1018,1,1,7,2022,13,50,14,0,1,1,1,2,43, ,2,1, , ,2,0,2,4,2,1, , , ,6, , , , , ,1, ,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,3, ,7, , ,1,1,2, ,1,1,1,1,2, , ,1,5,1,6,1,1,1, ,1, , , ,2,1,1,1,2, ,1,5,2, , , ,4,5,13,0,9, , ,1,1,1,5,1,4,2,2,1,1,2,1, , , , ,4, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169754739,23,Viva Guardería,1018,1,1,7,2022,13,54,14,4,1,1,1,1,35, ,2,2, , ,0,5,2,1,2,1, , , ,2,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,5, ,1, , ,2,1,1,2, ,2, ,2, ,2, , ,1,2,14,1,2,1,1, ,1, , , ,1,1,1,1,1,1,1,1, , , , ,4,5,14,0,9, , ,1,1,1,3,1,4,1,1,1,1,3,1, , , , ,5, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169755262,23,Viva Guardería,1018,1,1,7,2022,14,2,14,14,1,1,1,1,37, ,2,2, , ,3,0,1,7,2,1, , , ,2,2, ,2, ,1,99,1,6,1,97,1,1,1, ,2, ,1, ,1,1,1, ,1, ,2, , ,4,1, , ,1, ,1,2,2, ,2, ,2, ,2, , ,1,7,1, ,2,1,2, ,2, , , ,4,1,1,1,1,1,1,4,2, , , ,4,5,16,0,9, , ,1,1,1,6,1,1,2,1,1,1,997,1, , , , ,1,2, ,10,99,1,1, ,995, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169755275,23,Viva Guardería,1018,1,1,7,2022,14,4,14,14,1,1,1,1,32, ,2,2, , ,3,0,1,8,2,2, , , ,2,2, ,2, ,1,2,1,5,1,97,1,1,1, ,2, ,2, ,1,1,1, ,1, ,2, , ,1,3, ,7, , ,1,2,2, ,2, ,1,1,2, , ,1,6,1,8,1,1,1, ,1, , , ,2,1,1,1,2, ,1,1,1,22, , ,2,2,14,0,10, , ,1,1,2,5,2,4,2,2,1,1,2,1, , , , ,1, , ,9,2,1,1, ,1, , ,1,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169755426,23,Viva Guardería,1018,1,1,7,2022,14,6,14,18,1,1,1,2,40, ,2,1, , ,1,10,1,3,2,1, , , ,1,1,999,1, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,3,1, , ,2, ,1,1,2, ,2, ,1,1,2, , ,1,10,2, ,1,1,1, ,1, , , ,2,2,1,1,1,1,1,4,1,1,10, ,4,5,18,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2, , ,10,4,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1165690874997
169757827,23,Viva Guardería,1018,1,1,7,2022,14,56,15,8,1,1,1,1,36, ,2,2, , ,0,10,2,2,2,1, , , ,7,2, ,1, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,2,1, , ,2, ,1,2,1,11,2, ,2, ,2, , ,1,1, , ,1,1,1, ,1, , , ,2,1,1,1,1,1,1,1,1,5,4, ,11,5,16,0,9, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,5, , ,10,4,1,1, ,5, , ,2,2,2, , , ,8,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
169758068,23,Viva Guardería,1018,1,1,7,2022,15,2,15,12,2,1,1,1,32, ,2,2, , ,3,0,2,7,2,1, , , ,7,1,7,2, ,1,2,1, , , , , , , ,1, ,1, ,1,1,1, ,1, ,2, , ,4,1, , ,2, ,1,2,2, ,2, ,2, ,2, , ,1,5,1,14,1,1,1, ,1, , , ,5,1,1,1,1,1,1,13,2, , , ,2,4,15,0,1, , ,1,1,1,6,1,1,1,1,1,1,2,1, , , , ,2,5, ,10,3,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,42.3401254690255
169758437,23,Viva Guardería,1018,1,1,7,2022,15,11,15,19,2,1,1,1,54, ,2,3,2,2,1,1,2,3,2,1, , , ,6, , , , , ,1, , , , , , , , ,1, ,1, ,1,1,1, ,1, ,2, , ,1,2, ,7, , ,1,2,2, ,2, ,1,1,2, , ,1,10, , ,2,1,1, ,1, , , ,2,2,1,1,1,1,1,1, , , , ,4,5,8,0,3, , ,2,1,2,6,2,1,1,1,1,1,2,1, , , , ,2, , ,10,2,1,1, ,995, , ,2,2,2, , , ,9,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,41.8433857364122
169758672,23,Viva Guardería,1018,1,1,7,2022,15,14,15,24,1,1,1,1,23, ,2,2, , ,3,0,1,5,2,2, , , ,6, , , , , ,1, ,6,1,97,1,1,1, ,1, ,1, ,1,99,1, ,1, ,2, , ,4,1, , ,4, ,1,2,1,1,2, ,2, ,2, , ,1,10, , ,2,1,2, ,2, , , ,2,1,1,1,2, ,1,1,2, , , ,2,1,16,0,31,4, ,1,1,1,6,1,1,2,2,1,1,997,1, , , , ,2, , ,9,2,2,1, ,999, , ,2,2,2, , , ,7,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,40.2778676769876
169758817,23,Viva Guardería,1018,1,1,7,2022,15,15,15,27,1,1,1,1,42, ,2,2, , ,2,0,2,4,2,1, , , ,1,2, ,2, ,1,2,1,6,1,1,1,1,1, ,1, ,1, ,1,1,1, ,1, ,2, , ,4,1, , ,4, ,1,1,2, ,2, ,2, ,2, , ,1,7,1, ,2,1,1, ,1, , , ,1,1,1,1,1,1,1,2, , , , ,4,8,14,0,9, , ,1,1,2,6,1,1,1,1,1,1,2,1, , , , ,4, , ,10,4,1,1, ,22, , ,2,2,2, , , ,5,2022-07-01,21,1018,23,Puebla,Viva Guardería,172,U-0959,1,1,.0699471329808865,46.1986564326891
